Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,emb_idx,word_length
affirmative,0,1.93,0.92,0,27,1.0,241,Noun,27352,11
anticipation,0,1.93,1.21,0,28,1.0,127,Noun,11162,12
capability,0,1.93,1.02,0,28,1.0,70,Noun,10673,10
control,0,1.93,1.13,0,29,1.0,6662,Noun,2491,7
disappointment,0,1.93,1.13,0,29,1.0,277,Noun,10520,14
guilt,0,1.93,1.36,0,27,1.0,760,Noun,8056,5
opinion,0,1.93,1.14,0,27,1.0,2142,Noun,5448,7
reason,0,1.93,1.36,0,27,1.0,9858,Noun,3114,6
strategy,0,1.93,1.16,0,29,1.0,482,Noun,5656,8
urge,0,1.93,0.92,0,27,1.0,339,Noun,9075,4
vantage,0,1.93,1.05,0,30,1.0,39,Noun,27274,7
function,0,1.92,1.0,0,25,1.0,565,Noun,3853,8
funk,0,1.92,1.32,2,28,0.93,161,Noun,11962,4
understanding,0,1.92,1.32,0,24,1.0,1117,Noun,4824,13
choice,0,1.9,1.14,0,29,1.0,4975,Noun,3601,6
difficulty,0,1.9,1.11,0,29,1.0,285,Noun,7669,10
perfection,0,1.9,1.18,0,29,1.0,275,Noun,15401,10
satisfaction,0,1.9,1.21,1,30,0.97,355,Noun,9967,12
similarity,0,1.9,0.98,0,29,1.0,36,Noun,14402,10
solidarity,0,1.9,0.98,0,29,1.0,40,Noun,14657,10
amazement,0,1.89,1.01,0,27,1.0,36,Noun,21606,9
disbelief,0,1.89,1.15,0,27,1.0,25,Noun,12537,9
validity,0,1.89,1.29,1,29,0.97,30,Noun,16406,8
vibe,0,1.89,1.05,1,28,0.96,266,Noun,21209,4
loco,0,1.88,0.88,2,27,0.93,101,Noun,28046,4
opportunity,0,1.88,1.07,0,26,1.0,2091,Noun,4495,11
explanation,0,1.87,1.02,0,31,1.0,1023,Noun,7526,11
independence,0,1.87,1.01,0,30,1.0,204,Noun,4336,12
admiration,0,1.86,1.06,0,29,1.0,107,Noun,17005,10
dread,0,1.86,1.06,0,29,1.0,128,Noun,14436,5
future,0,1.86,1.3,0,28,1.0,5278,Noun,2925,6
gloom,0,1.86,1.09,0,29,1.0,59,Noun,24067,5
soul,0,1.86,1.33,0,29,1.0,3925,Noun,3969,4
accuracy,0,1.85,1.23,0,27,1.0,76,Noun,10640,8
displeasure,0,1.85,1.1,0,27,1.0,34,Noun,28606,11
liberty,0,1.85,1.03,0,27,1.0,849,Noun,7044,7
meaning,0,1.85,1.23,0,27,1.0,1904,Noun,3574,7
morale,0,1.85,1.1,1,28,0.96,210,Noun,19292,6
suspense,0,1.85,1.32,0,27,1.0,114,Noun,23873,8
assumption,0,1.84,1.04,0,31,1.0,170,Noun,11213,10
awareness,0,1.84,1.03,0,25,1.0,115,Noun,7073,9
basis,0,1.83,0.97,0,29,1.0,609,Noun,3978,5
disdain,0,1.83,0.89,1,30,0.97,27,Noun,25134,7
tendency,0,1.83,1.23,0,29,1.0,138,Noun,11765,8
aspect,0,1.82,1.1,35,5878,0.99,197,Noun,7814,6
ability,0,1.81,0.88,0,27,1.0,980,Noun,3754,7
alpha,0,1.81,1.06,1,27,0.96,414,Noun,6541,5
heaven,0,1.81,1.47,0,27,1.0,2887,Noun,6014,6
creativity,0,1.8,1.21,0,30,1.0,96,Noun,14842,10
effect,0,1.8,1.19,0,25,1.0,1219,Noun,3466,6
experience,0,1.8,1.0,0,30,1.0,3088,Noun,3325,10
interest,0,1.8,1.12,0,25,1.0,2598,Noun,3037,8
hardship,0,1.79,0.9,0,29,1.0,77,Noun,26479,8
closure,0,1.78,1.28,0,27,1.0,158,Noun,8503,7
competence,0,1.78,0.97,0,27,1.0,45,Noun,22219,10
circumstance,0,1.77,0.97,0,30,1.0,105,Noun,25652,12
economics,0,1.77,1.18,0,26,1.0,126,Noun,5543,9
powers,0,1.77,1.04,0,30,1.0,1826,Noun,4204,6
priority,0,1.76,0.91,0,29,1.0,519,Noun,9470,8
importance,0,1.75,1.24,0,28,1.0,390,Noun,5197,10
mood,0,1.75,0.97,0,28,1.0,1736,Noun,6888,4
commitment,0,1.74,1.13,0,27,1.0,550,Noun,8426,10
appeal,0,1.73,1.26,0,30,1.0,663,Noun,5574,6
knowledge,0,1.73,0.87,0,30,1.0,1302,Noun,3716,9
succession,0,1.73,1.01,0,30,1.0,48,Noun,8338,10
reality,0,1.72,1.07,0,29,1.0,1543,Noun,4507,7
religion,0,1.71,1.08,0,28,1.0,707,Noun,4676,8
concern,0,1.7,1.02,0,30,1.0,1332,Noun,5142,7
desire,0,1.7,1.26,0,30,1.0,1034,Noun,4792,6
determination,0,1.7,1.1,0,27,1.0,142,Noun,9128,13
intention,0,1.7,0.79,0,30,1.0,559,Noun,6808,9
past,0,1.7,1.1,0,27,1.0,6312,Noun,2627,4
principle,0,1.7,1.26,0,30,1.0,395,Noun,6958,9
version,0,1.7,0.79,0,30,1.0,828,Noun,2544,7
tradition,0,1.69,0.85,0,29,1.0,697,Noun,4535,9
honor,0,1.68,1.07,0,25,1.0,4912,Noun,3932,5
significance,0,1.68,1.16,0,28,1.0,178,Noun,7784,12
destiny,0,1.67,0.92,0,30,1.0,1175,Noun,10461,7
essence,0,1.66,1.08,0,29,1.0,287,Noun,11305,7
pride,0,1.66,1.01,0,29,1.0,1411,Noun,6620,5
chance,0,1.64,0.99,1,29,0.97,12303,Noun,3382,6
expertise,0,1.64,0.83,0,28,1.0,203,Noun,11532,9
readiness,0,1.64,0.83,1,29,0.97,60,Noun,19822,9
appreciation,0,1.63,1.0,0,30,1.0,261,Noun,12284,12
faith,0,1.63,1.08,0,27,1.0,2363,Noun,4752,5
risk,0,1.63,0.81,0,30,1.0,2501,Noun,3891,4
expectation,0,1.62,1.06,0,26,1.0,67,Noun,17626,11
general,0,1.62,1.01,2,26,0.92,5885,Noun,2236,7
manner,0,1.62,0.8,0,26,1.0,588,Noun,5450,6
peace,0,1.62,1.35,0,29,1.0,3550,Noun,3521,5
value,0,1.62,0.88,0,24,1.0,1097,Noun,3643,5
curiosity,0,1.61,0.96,0,28,1.0,435,Noun,10628,9
idea,0,1.61,1.2,0,28,1.0,18311,Noun,2801,4
moment,0,1.61,1.1,1,29,0.97,9539,Noun,2617,6
spirit,0,1.6,1.04,0,30,1.0,2517,Noun,4382,6
circumstances,0,1.59,0.84,0,27,1.0,1170,Noun,6214,13
fantasy,0,1.59,0.95,0,29,1.0,828,Noun,5913,7
irony,0,1.59,1.08,0,27,1.0,233,Noun,19728,5
accord,0,1.57,1.04,3,26,0.88,83,Noun,15802,6
mercy,0,1.57,0.73,0,30,1.0,1291,Noun,8673,5
subconscious,0,1.57,1.1,0,28,1.0,134,Noun,27952,12
fate,0,1.53,0.97,0,30,1.0,1375,Noun,6580,4
courage,0,1.52,0.99,0,29,1.0,1207,Noun,8424,7
intent,0,1.52,0.91,0,29,1.0,286,Noun,7848,6
purpose,0,1.52,0.98,0,27,1.0,1789,Noun,3800,7
privacy,0,1.5,0.58,0,28,1.0,774,Noun,9394,7
seriousness,0,1.5,0.82,0,30,1.0,64,Noun,27994,11
theory,0,1.47,0.87,6,6056,1.0,1459,Noun,3399,6
glory,0,1.45,0.95,0,29,1.0,1096,Noun,8294,5
extent,0,1.44,0.64,0,27,1.0,207,Noun,6698,6
integrity,0,1.44,0.93,0,27,1.0,367,Noun,11109,9
concept,0,1.41,0.64,0,27,1.0,553,Noun,4145,7
interpretation,0,1.4,0.89,0,30,1.0,130,Noun,7613,14
reasoning,0,1.39,0.63,0,28,1.0,93,Noun,13384,9
bliss,0,1.37,0.74,1,28,0.96,160,Noun,13670,5
luck,0,1.33,0.71,0,30,1.0,7840,Noun,6735,4
possibility,0,1.33,0.61,0,30,1.0,1035,Noun,6061,11
forty,0,4.14,1.33,1,29,0.97,539,Number,5659,5
eight,0,4.04,1.35,0,28,1.0,5010,Number,2809,5
nine,0,4.04,1.4,0,27,1.0,3441,Number,3157,4
eighteen,0,3.96,1.48,0,27,1.0,310,Number,7763,8
eleven,0,3.93,1.44,0,27,1.0,662,Number,5408,6
seventh,0,3.9,1.33,0,31,1.0,497,Number,5066,7
sixteen,0,3.88,1.42,0,25,1.0,418,Number,7032,7
five,0,3.87,1.48,0,30,1.0,14558,Number,2274,4
sixth,0,3.83,1.32,0,30,1.0,551,Number,4369,5
fifth,0,3.81,1.66,0,27,1.0,979,Number,3587,5
thirty,0,3.75,1.62,0,28,1.0,876,Number,4228,6
seven,0,3.72,1.62,0,29,1.0,5327,Number,2698,5
twenty,0,3.67,1.56,0,30,1.0,1378,Number,3174,6
three,0,3.62,1.63,0,29,1.0,27654,Number,2093,5
twelve,0,3.61,1.4,0,28,1.0,960,Number,4376,6
ninth,0,3.57,1.62,0,28,1.0,334,Number,6619,5
sixty,0,3.56,1.72,0,27,1.0,277,Number,8442,5
fifty,0,3.48,1.63,0,27,1.0,960,Number,5595,5
third,0,3.44,1.53,0,27,1.0,3801,Number,2353,5
fourth,0,3.39,1.47,22,5902,1.0,1349,Number,2959,6
ninety,0,3.39,1.63,0,31,1.0,142,Number,13568,6
fifteen,0,3.37,1.5,0,27,1.0,895,Number,5417,7
four,0,3.37,1.38,0,30,1.0,13045,Number,2176,4
nineteen,0,3.26,1.58,0,27,1.0,169,Number,11977,8
seventeen,0,3.19,1.49,0,27,1.0,296,Number,9171,9
tenth,0,3.07,1.61,0,28,1.0,212,Number,7891,5
fourteen,0,3.04,1.65,0,27,1.0,333,Number,7426,8
last,0,3.04,1.35,0,28,1.0,36878,Number,2197,4
sixties,0,2.93,1.51,1,29,0.97,49,Number,22651,7
zero,0,2.86,1.68,0,29,1.0,1094,Number,5717,4
first,0,2.76,1.43,0,29,1.0,42869,Number,2034,5
next,0,2.56,1.55,1,28,0.96,23090,Number,2279,4
front,0,3.77,1.3,0,30,1.0,9259,Preposition,2392,5
underneath,0,3.71,1.15,0,28,1.0,829,Preposition,7650,10
behind,0,3.48,1.33,0,29,1.0,9581,Preposition,2369,6
under,0,3.45,1.45,0,29,1.0,13358,Preposition,2104,5
above,0,3.33,1.34,0,24,1.0,2493,Preposition,2682,5
atop,0,3.24,1.64,2,27,0.93,52,Preposition,10234,4
beneath,0,3.11,1.42,0,27,1.0,593,Preposition,4218,7
across,0,3.07,1.21,0,28,1.0,4801,Preposition,2408,6
plus,0,3.0,1.58,0,29,1.0,2399,Preposition,4606,4
through,0,2.9,1.47,0,30,1.0,28026,Preposition,2083,7
addition,0,2.89,1.37,0,27,1.0,395,Preposition,2804,8
upon,0,2.83,1.54,0,29,1.0,3199,Preposition,2588,4
alongside,0,2.82,1.39,0,28,1.0,192,Preposition,4077,9
amongst,0,2.81,1.42,1,28,0.96,364,Preposition,5921,7
within,0,2.81,1.39,0,27,1.0,3017,Preposition,2306,6
near,0,2.79,1.4,0,28,1.0,4238,Preposition,2379,4
towards,0,2.79,1.37,0,28,1.0,1399,Preposition,2875,7
between,0,2.72,1.39,0,29,1.0,8932,Preposition,2090,7
beside,0,2.59,1.27,1,30,0.97,774,Preposition,3875,6
onto,0,2.46,1.62,1,29,0.97,1871,Preposition,3031,4
including,0,2.44,1.45,0,27,1.0,1405,Preposition,2164,9
among,0,2.38,1.45,1,30,0.97,1729,Preposition,2426,5
into,0,2.3,1.42,0,30,1.0,43074,Preposition,2046,4
toward,0,2.28,1.34,0,25,1.0,1169,Preposition,2646,6
amid,0,2.27,1.08,1,27,0.96,45,Preposition,13463,4
throughout,0,2.27,1.28,0,26,1.0,548,Preposition,2802,10
amidst,0,2.15,1.17,1,28,0.96,35,Preposition,17171,6
without,0,2.15,1.43,1,27,0.96,18087,Preposition,2302,7
after,0,2.12,1.2,0,25,1.0,34812,Preposition,2044,5
spite,0,2.07,1.21,0,28,1.0,388,Preposition,8741,5
with,0,2.0,0.98,0,26,1.0,257465,Preposition,2007,4
like,0,1.89,0.99,0,28,1.0,203947,Preposition,2066,4
worth,0,1.89,1.37,0,28,1.0,5569,Preposition,4276,5
versus,0,1.86,1.18,0,28,1.0,411,Preposition,6431,6
from,0,1.84,1.07,0,25,1.0,103992,Preposition,2013,4
depending,0,1.81,1.04,0,27,1.0,306,Preposition,5834,9
against,0,1.8,0.92,0,30,1.0,10288,Preposition,2114,7
about,0,1.77,0.95,0,26,1.0,185206,Preposition,2055,5
regarding,0,1.77,1.17,0,30,1.0,432,Preposition,4953,9
beyond,0,1.72,0.92,0,29,1.0,2200,Preposition,3458,6
unto,0,1.65,1.16,3,29,0.9,389,Preposition,19662,4
according,0,1.63,0.74,0,27,1.0,2135,Preposition,2429,9
concerning,0,1.55,0.91,0,29,1.0,250,Preposition,7175,10
accordance,0,1.54,0.84,2,30,0.93,81,Preposition,10388,10
behalf,0,1.52,0.82,1,26,0.96,620,Preposition,6852,6
pertaining,0,1.5,0.63,0,30,1.0,41,Preposition,20246,10
during,0,1.48,0.74,0,29,1.0,3872,Preposition,2076,6
instead,0,1.48,0.83,0,29,1.0,4043,Preposition,2612,7
despite,0,1.33,0.66,0,30,1.0,663,Preposition,2750,7
yourself,0,4.39,1.31,0,28,1.0,22151,Pronoun,4426,8
somebody,0,3.79,1.5,0,29,1.0,17571,Pronoun,8307,8
someone,0,3.71,1.38,0,28,1.0,22752,Pronoun,2619,7
mine,0,3.56,1.85,0,27,1.0,12800,Pronoun,3067,4
himself,0,3.5,1.37,0,28,1.0,7168,Pronoun,2370,7
oneself,0,3.48,1.65,1,28,0.96,109,Pronoun,25763,7
their,0,3.34,1.49,0,29,1.0,33413,Pronoun,2037,5
lots,0,3.3,1.46,0,27,1.0,3068,Pronoun,7167,4
everybody,0,3.13,1.55,0,30,1.0,17555,Pronoun,7955,9
them,0,3.04,1.45,0,28,1.0,90720,Pronoun,2068,4
herself,0,3.0,1.49,0,28,1.0,2675,Pronoun,2841,7
themselves,0,2.93,1.51,1,29,0.97,2343,Pronoun,3209,10
they,0,2.93,1.41,0,29,1.0,209250,Pronoun,2027,4
everyone,0,2.92,1.49,0,26,1.0,12324,Pronoun,3071,8
anyone,0,2.7,1.42,0,30,1.0,13018,Pronoun,3087,6
anybody,0,2.67,1.57,0,27,1.0,11573,Pronoun,10334,7
hers,0,2.61,1.4,0,28,1.0,802,Pronoun,5106,4
none,0,2.59,1.62,0,27,1.0,5641,Pronoun,3904,4
thee,0,2.54,1.48,1,27,0.96,1327,Pronoun,14992,4
theirs,0,2.4,1.4,0,30,1.0,395,Pronoun,17156,6
plenty,0,2.39,1.5,0,28,1.0,3178,Pronoun,7564,6
your,0,2.37,1.45,0,27,1.0,328715,Pronoun,2115,4
nobody,0,2.32,1.49,0,25,1.0,13599,Pronoun,6343,6
everything,0,2.3,1.37,0,30,1.0,33399,Pronoun,2673,10
nothing,0,2.21,1.52,0,29,1.0,43534,Pronoun,2498,7
thou,0,2.19,1.55,2,28,0.93,1144,Pronoun,15223,4
yours,0,2.14,1.33,0,28,1.0,10441,Pronoun,6737,5
itself,0,2.07,1.14,1,31,0.97,2029,Pronoun,2993,6
each,0,2.03,1.2,0,32,1.0,12916,Pronoun,2169,4
whoever,0,1.93,1.17,0,30,1.0,2203,Pronoun,9444,7
whom,0,1.93,1.27,1,29,0.97,1795,Pronoun,3183,4
something,0,1.82,0.94,0,28,1.0,76508,Pronoun,2242,9
ours,0,1.81,0.98,0,26,1.0,1801,Pronoun,14635,4
anything,0,1.38,0.94,0,29,1.0,46270,Pronoun,2505,8
beau,0,3.73,1.39,4,26,0.85,298,Unclassified,17935,4
buzz,0,3.7,1.37,0,30,1.0,814,Unclassified,12610,4
aqua,0,3.66,1.49,0,29,1.0,70,Unclassified,28319,4
ding,0,3.65,1.41,1,27,0.96,307,Unclassified,22033,4
comb,0,5.0,0.0,1,30,0.97,309,Verb,22863,4
tire,0,5.0,0.0,0,30,1.0,631,Verb,12824,4
smoke,0,4.96,0.19,0,27,1.0,3337,Verb,5610,5
nail,0,4.93,0.26,0,28,1.0,951,Verb,13774,4
blinking,0,4.85,0.37,1,27,0.96,113,Verb,15997,8
rake,0,4.84,0.47,0,25,1.0,152,Verb,26008,4
screw,0,4.81,0.49,0,26,1.0,1912,Verb,11224,5
paint,0,4.79,0.41,0,29,1.0,1877,Verb,6773,5
leaves,0,4.78,0.85,0,27,1.0,2316,Verb,3727,6
skating,0,4.75,0.59,0,28,1.0,251,Verb,10080,7
vomit,0,4.75,0.65,0,28,1.0,272,Verb,23251,5
slap,0,4.72,0.59,0,29,1.0,636,Verb,14308,4
buckle,0,4.71,0.86,0,24,1.0,257,Verb,22853,6
spit,0,4.71,0.53,0,28,1.0,987,Verb,13183,4
whip,0,4.68,0.9,0,28,1.0,671,Verb,11473,4
jogging,0,4.67,0.88,0,27,1.0,131,Verb,28233,7
smack,0,4.67,0.56,1,25,0.96,485,Verb,21526,5
barge,0,4.66,0.9,0,29,1.0,198,Verb,19398,5
lock,0,4.65,0.63,0,26,1.0,2885,Verb,5843,4
siding,0,4.64,0.56,0,28,1.0,68,Verb,17326,6
seal,0,4.63,0.74,0,27,1.0,752,Verb,7744,4
sign,0,4.62,0.62,0,29,1.0,6797,Verb,3696,4
peel,0,4.61,0.79,0,28,1.0,273,Verb,14113,4
watch,0,4.61,0.83,0,28,1.0,16831,Verb,3422,5
drawing,0,4.6,0.89,0,30,1.0,817,Verb,5059,7
sail,0,4.59,0.69,0,27,1.0,701,Verb,9498,4
stick,0,4.59,1.12,0,27,1.0,4953,Verb,6293,5
tiled,0,4.58,0.76,1,27,0.96,2,Verb,26510,5
handle,0,4.57,0.92,0,28,1.0,5529,Verb,5047,6
skate,0,4.56,0.87,0,25,1.0,301,Verb,17260,5
tear,0,4.56,0.7,0,27,1.0,1377,Verb,7697,4
shed,0,4.55,0.95,0,29,1.0,560,Verb,8328,4
brush,0,4.54,0.74,0,28,1.0,722,Verb,8248,5
step,0,4.54,0.79,0,28,1.0,6052,Verb,3357,4
swing,0,4.54,0.76,0,26,1.0,1325,Verb,7370,5
weep,0,4.54,0.92,0,28,1.0,280,Verb,27874,4
dial,0,4.52,0.99,0,29,1.0,452,Verb,13764,4
jump,0,4.52,0.99,0,29,1.0,3561,Verb,5376,4
kissing,0,4.52,0.99,0,29,1.0,1189,Verb,7618,7
lick,0,4.52,0.75,0,27,1.0,559,Verb,15385,4
spike,0,4.52,0.94,0,27,1.0,625,Verb,9997,5
crank,0,4.5,1.01,0,30,1.0,272,Verb,27987,5
ditch,0,4.5,0.9,0,30,1.0,401,Verb,14033,5
painted,0,4.5,0.79,0,28,1.0,710,Verb,4993,7
crying,0,4.48,0.89,0,31,1.0,2709,Verb,6933,6
kiss,0,4.48,1.02,0,29,1.0,6179,Verb,3610,4
salute,0,4.48,0.69,0,29,1.0,370,Verb,17664,6
slide,0,4.48,0.82,0,25,1.0,909,Verb,7358,5
crawling,0,4.47,0.94,0,30,1.0,462,Verb,15927,8
bite,0,4.44,1.0,0,25,1.0,2080,Verb,6805,4
cross,0,4.44,1.19,0,27,1.0,2807,Verb,2892,5
punching,0,4.44,1.01,0,27,1.0,207,Verb,19477,8
sleep,0,4.44,1.15,0,27,1.0,11625,Verb,3637,5
washing,0,4.44,0.85,0,27,1.0,462,Verb,12699,7
locked,0,4.43,0.84,0,28,1.0,2670,Verb,5299,6
swim,0,4.43,1.14,0,28,1.0,1622,Verb,9880,4
knit,0,4.41,0.93,0,27,1.0,97,Verb,22404,4
bleed,0,4.4,0.97,0,30,1.0,515,Verb,19501,5
tapping,0,4.4,1.07,0,30,1.0,164,Verb,15135,7
blink,0,4.39,0.99,0,28,1.0,258,Verb,12373,5
boiling,0,4.39,1.05,0,31,1.0,215,Verb,16018,7
curl,0,4.38,0.98,0,26,1.0,120,Verb,15390,4
flooding,0,4.38,1.05,0,29,1.0,86,Verb,9451,8
kneeling,0,4.38,0.98,2,28,0.93,54,Verb,16916,8
towing,0,4.38,0.98,0,29,1.0,48,Verb,28379,6
usher,0,4.38,1.21,0,29,1.0,121,Verb,20774,5
lodging,0,4.37,0.88,0,27,1.0,43,Verb,26859,7
stall,0,4.37,1.03,0,30,1.0,457,Verb,13498,5
wash,0,4.35,0.8,0,26,1.0,2077,Verb,9378,4
sing,0,4.34,1.17,0,29,1.0,4977,Verb,6170,4
whisper,0,4.34,0.77,0,29,1.0,403,Verb,7204,7
choking,0,4.33,1.18,0,30,1.0,260,Verb,18329,7
kick,0,4.33,0.98,4,6064,1.0,3744,Verb,5926,4
thrown,0,4.33,0.84,0,30,1.0,1047,Verb,6908,6
wrestle,0,4.33,0.99,0,30,1.0,176,Verb,25579,7
clapping,0,4.32,1.03,0,25,1.0,104,Verb,27104,8
cook,0,4.32,1.02,0,28,1.0,2324,Verb,5660,4
dance,0,4.32,1.22,0,28,1.0,7550,Verb,3153,5
hail,0,4.32,1.06,0,28,1.0,613,Verb,16889,4
scream,0,4.32,1.12,0,28,1.0,1347,Verb,6978,6
smoking,0,4.32,0.77,0,28,1.0,1334,Verb,9422,7
stitch,0,4.32,0.77,0,28,1.0,381,Verb,26035,6
weightlifting,0,4.32,1.09,0,28,1.0,7,Verb,29305,13
sliced,0,4.31,1.04,0,29,1.0,109,Verb,15920,6
vomiting,0,4.31,1.19,2,28,0.93,149,Verb,24780,8
bleeding,0,4.3,1.07,0,27,1.0,1516,Verb,9524,8
dancing,0,4.3,1.07,0,27,1.0,2774,Verb,5613,7
escort,0,4.3,0.95,0,27,1.0,749,Verb,8620,6
scratching,0,4.3,1.06,0,30,1.0,189,Verb,20291,10
shaved,0,4.3,1.06,0,30,1.0,227,Verb,20665,6
knocking,0,4.29,0.98,0,28,1.0,759,Verb,10591,8
muscled,0,4.29,0.91,2,26,0.92,8,Verb,24909,7
walking,0,4.29,1.23,0,24,1.0,3826,Verb,3788,7
leaping,0,4.28,1.14,0,25,1.0,80,Verb,21216,7
tackle,0,4.28,1.22,0,29,1.0,219,Verb,11147,6
crawl,0,4.27,1.11,0,30,1.0,614,Verb,13529,5
running,0,4.27,1.2,0,30,1.0,8054,Verb,2770,7
shaking,0,4.27,1.19,0,26,1.0,657,Verb,5513,7
wrapped,0,4.26,1.16,1,28,0.96,600,Verb,5058,7
clench,0,4.25,0.97,1,29,0.97,20,Verb,26753,6
cycling,0,4.24,1.15,0,29,1.0,20,Verb,9670,7
knock,0,4.24,1.02,0,29,1.0,3299,Verb,7324,5
sweating,0,4.24,1.12,0,29,1.0,419,Verb,18972,8
watering,0,4.24,0.93,0,25,1.0,109,Verb,25813,8
cover,0,4.23,1.1,0,30,1.0,4808,Verb,3104,5
shave,0,4.23,1.14,0,30,1.0,702,Verb,27545,5
sleeping,0,4.23,1.17,0,30,1.0,3027,Verb,5777,8
engraved,0,4.22,0.97,0,27,1.0,85,Verb,16328,8
poke,0,4.22,1.31,0,27,1.0,298,Verb,26202,4
write,0,4.22,1.09,0,27,1.0,6467,Verb,4339,5
blowing,0,4.21,1.05,0,29,1.0,921,Verb,11221,7
crushed,0,4.21,1.17,0,28,1.0,431,Verb,10560,7
drop,0,4.21,1.32,0,28,1.0,6661,Verb,4530,4
laugh,0,4.21,1.1,0,28,1.0,3206,Verb,4756,5
push,0,4.21,1.21,0,29,1.0,3598,Verb,5245,4
shrug,0,4.21,1.26,0,29,1.0,20,Verb,13409,5
torn,0,4.21,0.99,0,28,1.0,553,Verb,7950,4
boil,0,4.2,1.12,0,25,1.0,303,Verb,26077,4
fight,0,4.2,0.82,0,25,1.0,10255,Verb,2954,5
glowing,0,4.2,1.19,0,30,1.0,180,Verb,10156,7
singing,0,4.2,1.15,0,25,1.0,2281,Verb,4823,7
stroking,0,4.2,0.92,0,30,1.0,37,Verb,14943,8
weave,0,4.2,1.06,0,30,1.0,105,Verb,25308,5
barking,0,4.19,0.96,0,27,1.0,459,Verb,19372,7
gulp,0,4.19,1.27,0,27,1.0,50,Verb,26546,4
howling,0,4.19,1.14,0,27,1.0,183,Verb,22298,7
steer,0,4.19,1.24,1,28,0.96,305,Verb,20634,5
tossing,0,4.19,1.14,0,27,1.0,139,Verb,15021,7
spitting,0,4.18,1.28,0,28,1.0,202,Verb,24307,8
weeping,0,4.18,0.98,0,28,1.0,162,Verb,19750,7
drag,0,4.17,0.97,0,29,1.0,1349,Verb,8011,4
feed,0,4.17,1.18,0,30,1.0,2162,Verb,5438,4
grinning,0,4.17,1.2,0,24,1.0,74,Verb,11478,8
humming,0,4.17,1.07,1,30,0.97,251,Verb,20364,7
sailing,0,4.17,1.1,0,29,1.0,480,Verb,8354,7
shout,0,4.17,1.17,0,29,1.0,839,Verb,11245,5
sniff,0,4.17,1.07,0,29,1.0,181,Verb,27907,5
bitten,0,4.16,0.94,0,25,1.0,188,Verb,19026,6
clap,0,4.16,0.94,0,25,1.0,241,Verb,28618,4
roll,0,4.16,1.43,0,25,1.0,3227,Verb,4897,4
scratch,0,4.16,1.1,0,31,1.0,961,Verb,11969,7
stand,0,4.16,1.25,0,25,1.0,11536,Verb,3233,5
feeding,0,4.15,1.1,1,28,0.96,599,Verb,8521,7
piercing,0,4.15,1.03,0,27,1.0,70,Verb,14628,8
scrape,0,4.15,1.03,0,27,1.0,210,Verb,26988,6
wince,0,4.15,1.1,2,29,0.93,12,Verb,29585,5
batting,0,4.14,1.18,0,28,1.0,164,Verb,9640,7
caress,0,4.14,0.95,0,29,1.0,69,Verb,21753,6
chained,0,4.14,1.13,0,29,1.0,171,Verb,22075,7
drilling,0,4.14,0.88,0,29,1.0,117,Verb,15827,8
drinking,0,4.14,1.15,0,28,1.0,2685,Verb,5948,8
eating,0,4.14,1.25,0,29,1.0,3102,Verb,5983,6
folded,0,4.14,0.92,0,29,1.0,148,Verb,6999,6
pour,0,4.14,0.97,0,28,1.0,771,Verb,10364,4
riding,0,4.14,1.19,0,29,1.0,1632,Verb,5559,6
skipping,0,4.14,1.08,0,28,1.0,165,Verb,25978,8
sniffing,0,4.14,1.27,0,29,1.0,174,Verb,27646,8
diving,0,4.13,1.13,9,5885,1.0,321,Verb,9404,6
fold,0,4.13,0.99,0,31,1.0,440,Verb,10671,4
broken,0,4.11,1.01,0,27,1.0,3634,Verb,3714,6
burn,0,4.11,1.25,0,27,1.0,2816,Verb,6402,4
catch,0,4.11,1.29,0,28,1.0,6911,Verb,4608,5
check,0,4.11,1.34,0,27,1.0,14228,Verb,4638,5
climb,0,4.11,1.12,0,27,1.0,1007,Verb,7105,5
convict,0,4.11,1.28,0,27,1.0,324,Verb,20462,7
cutting,0,4.11,1.28,0,27,1.0,1126,Verb,6276,7
dragged,0,4.11,0.96,0,28,1.0,589,Verb,7944,7
hugging,0,4.11,1.1,1,29,0.97,146,Verb,17662,7
unlock,0,4.11,1.07,0,28,1.0,280,Verb,19829,6
wrap,0,4.11,1.13,1,29,0.97,908,Verb,10236,4
baking,0,4.1,0.94,0,29,1.0,177,Verb,21522,6
breathing,0,4.1,1.18,0,30,1.0,1417,Verb,5505,9
explode,0,4.1,0.96,0,30,1.0,499,Verb,15044,7
flying,0,4.1,1.06,0,30,1.0,2579,Verb,3909,6
grinding,0,4.1,1.05,0,29,1.0,106,Verb,16153,8
lead,0,4.1,1.23,0,29,1.0,4246,Verb,2599,4
slip,0,4.1,1.21,0,30,1.0,1320,Verb,7540,4
slipping,0,4.1,1.12,0,30,1.0,303,Verb,11426,8
snap,0,4.1,1.16,11,5887,1.0,887,Verb,10245,4
stare,0,4.1,1.23,0,29,1.0,508,Verb,6237,5
tucking,0,4.1,0.94,1,30,0.97,34,Verb,25056,7
twitter,0,4.1,1.14,0,31,1.0,8,Verb,10474,7
yank,0,4.1,1.05,0,29,1.0,240,Verb,23178,4
dipping,0,4.08,1.06,1,27,0.96,66,Verb,23427,7
frown,0,4.08,1.41,0,25,1.0,104,Verb,11330,5
