Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,emb_idx
silently,0,3.0,1.65,0,29,1.0,77,Adverb,8601
yesterday,0,3.0,1.73,0,29,1.0,4935,Adverb,7483
digitally,0,2.96,1.55,0,28,1.0,14,Adverb,18397
tonight,0,2.93,1.6,0,29,1.0,21047,Adverb,3892
twice,0,2.93,1.7,0,28,1.0,3191,Adverb,3807
gradually,0,2.87,1.14,0,30,1.0,100,Adverb,6360
deliberately,0,2.86,1.3,0,29,1.0,319,Adverb,9969
nearby,0,2.86,1.33,0,29,1.0,425,Adverb,3518
securely,0,2.86,1.48,0,28,1.0,29,Adverb,28999
stiffly,0,2.85,1.26,1,27,0.96,2,Adverb,27499
similarly,0,2.83,1.34,0,29,1.0,33,Adverb,6660
even,0,2.79,1.1,0,28,1.0,44672,Adverb,2130
off,0,2.79,1.4,0,29,1.0,60155,Adverb,2125
outward,0,2.79,1.37,0,28,1.0,69,Adverb,15436
less,0,2.77,1.56,0,31,1.0,5666,Adverb,2625
faster,0,2.76,1.21,0,29,1.0,2233,Adverb,5514
straight,0,2.76,1.41,0,29,1.0,6244,Adverb,3442
longer,0,2.75,1.58,0,28,1.0,5046,Adverb,2936
separately,0,2.75,1.29,1,29,0.97,109,Adverb,10329
once,0,2.74,1.51,0,27,1.0,17589,Adverb,2320
together,0,2.74,1.43,0,27,1.0,19553,Adverb,2362
brightly,0,2.73,1.41,0,30,1.0,38,Adverb,14224
out,0,2.73,1.51,0,26,1.0,197131,Adverb,2041
far,0,2.71,1.38,1,29,0.97,11259,Adverb,2521
farther,0,2.7,1.26,0,23,1.0,287,Adverb,8736
forcefully,0,2.68,1.42,0,31,1.0,8,Adverb,23097
musically,0,2.68,1.42,0,28,1.0,24,Adverb,21385
partially,0,2.67,1.57,0,27,1.0,109,Adverb,6822
forward,0,2.66,1.17,0,29,1.0,3689,Adverb,2830
mechanically,0,2.64,1.03,0,28,1.0,10,Adverb,27846
nonstop,0,2.64,1.52,0,28,1.0,90,Adverb,25493
smoothly,0,2.64,1.08,0,25,1.0,139,Adverb,15299
cautiously,0,2.63,1.3,0,30,1.0,20,Adverb,15151
evenly,0,2.63,1.5,0,30,1.0,38,Adverb,18030
upwards,0,2.63,1.52,0,30,1.0,46,Adverb,14873
upside,0,2.62,1.35,0,29,1.0,474,Adverb,14961
lightly,0,2.6,1.1,0,30,1.0,235,Adverb,8217
underway,0,2.58,1.21,2,28,0.93,148,Adverb,14128
neatly,0,2.57,1.17,0,30,1.0,68,Adverb,15981
overnight,0,2.57,1.33,0,30,1.0,511,Adverb,11585
roughly,0,2.57,1.32,0,28,1.0,160,Adverb,5560
today,0,2.57,1.48,0,28,1.0,22124,Adverb,2651
commercially,0,2.56,1.45,0,27,1.0,12,Adverb,11088
uniformly,0,2.55,1.02,1,30,0.97,6,Adverb,27423
approximately,0,2.54,1.45,0,28,1.0,380,Adverb,3155
painfully,0,2.53,1.11,0,30,1.0,91,Adverb,16267
afar,0,2.52,1.19,0,27,1.0,59,Adverb,28978
angrily,0,2.52,1.45,0,27,1.0,20,Adverb,14136
enthusiastically,0,2.52,1.4,0,29,1.0,12,Adverb,24935
loosely,0,2.52,1.12,0,25,1.0,41,Adverb,11853
uncomfortably,0,2.52,1.38,0,29,1.0,9,Adverb,22502
visually,0,2.52,1.5,0,25,1.0,42,Adverb,17453
continuously,0,2.5,1.33,0,30,1.0,50,Adverb,10843
often,0,2.5,1.4,0,28,1.0,2925,Adverb,2411
rapidly,0,2.5,1.29,0,28,1.0,189,Adverb,5901
frantically,0,2.48,1.45,0,27,1.0,24,Adverb,16460
individually,0,2.48,1.24,0,29,1.0,65,Adverb,14258
literally,0,2.48,1.48,0,27,1.0,739,Adverb,6719
physically,0,2.48,1.55,1,28,0.96,471,Adverb,8186
repeatedly,0,2.48,1.15,0,29,1.0,116,Adverb,8385
vigorously,0,2.48,1.38,0,29,1.0,21,Adverb,22400
simultaneously,0,2.47,1.46,0,30,1.0,119,Adverb,7453
tightly,0,2.47,1.25,0,30,1.0,85,Adverb,7371
closely,0,2.46,1.29,0,28,1.0,468,Adverb,4876
dimly,0,2.46,1.48,0,28,1.0,12,Adverb,25361
over,0,2.46,1.27,0,26,1.0,67488,Adverb,2058
systematically,0,2.45,1.21,0,29,1.0,33,Adverb,23087
electronically,0,2.44,1.37,0,27,1.0,37,Adverb,28926
instantly,0,2.44,1.55,0,27,1.0,232,Adverb,6880
visibly,0,2.44,1.15,0,27,1.0,8,Adverb,19397
inward,0,2.43,1.45,0,28,1.0,40,Adverb,20546
sadly,0,2.43,1.45,0,28,1.0,240,Adverb,13718
actively,0,2.41,1.62,0,29,1.0,42,Adverb,8851
narrowly,0,2.41,1.25,0,27,1.0,13,Adverb,11866
only,0,2.41,1.4,0,29,1.0,55269,Adverb,2069
newly,0,2.4,1.22,0,30,1.0,140,Adverb,4397
pretty,0,2.4,1.43,0,30,1.0,20003,Adverb,3492
accurately,0,2.39,1.52,0,28,1.0,58,Adverb,14125
strongly,0,2.39,1.29,0,28,1.0,342,Adverb,6118
alike,0,2.38,1.35,0,29,1.0,579,Adverb,11455
forth,0,2.38,1.42,1,27,0.96,804,Adverb,5743
most,0,2.38,1.59,0,29,1.0,17889,Adverb,2087
sharply,0,2.38,1.15,0,29,1.0,29,Adverb,9249
directly,0,2.37,1.38,0,30,1.0,1084,Adverb,3495
steadily,0,2.37,1.11,0,27,1.0,60,Adverb,11328
abruptly,0,2.36,1.28,0,28,1.0,45,Adverb,9225
altogether,0,2.36,1.19,0,25,1.0,327,Adverb,10462
least,0,2.36,1.22,0,28,1.0,10596,Adverb,2560
playfully,0,2.36,1.34,1,29,0.97,8,Adverb,22608
quickly,0,2.36,1.22,1,29,0.97,2881,Adverb,2855
jolly,0,2.34,1.26,0,29,1.0,382,Adverb,22193
firmly,0,2.33,1.21,0,30,1.0,136,Adverb,7933
lastly,0,2.33,1.24,0,30,1.0,31,Adverb,22267
largely,0,2.32,1.39,0,28,1.0,84,Adverb,4321
collectively,0,2.31,1.04,1,30,0.97,33,Adverb,13643
hastily,0,2.31,1.39,0,29,1.0,38,Adverb,15789
shortly,0,2.31,1.28,0,29,1.0,513,Adverb,3859
calmly,0,2.3,1.49,0,27,1.0,124,Adverb,12885
freely,0,2.3,1.23,0,27,1.0,215,Adverb,10350
gracefully,0,2.3,1.23,0,27,1.0,66,Adverb,28266
immediately,0,2.3,1.32,0,27,1.0,2446,Adverb,3202
partly,0,2.3,1.27,0,27,1.0,175,Adverb,6576
precisely,0,2.3,1.24,0,30,1.0,611,Adverb,10785
swiftly,0,2.29,1.33,0,28,1.0,83,Adverb,12128
onward,0,2.27,1.22,0,26,1.0,79,Adverb,15834
safely,0,2.27,1.4,0,26,1.0,566,Adverb,9689
afterward,0,2.25,1.4,1,29,0.97,112,Adverb,9707
aggressively,0,2.25,1.14,0,28,1.0,35,Adverb,24663
besides,0,2.25,1.43,0,28,1.0,4328,Adverb,4661
early,0,2.25,1.38,0,28,1.0,5510,Adverb,2220
dangerously,0,2.24,1.24,0,29,1.0,83,Adverb,20754
away,0,2.23,1.41,0,30,1.0,37276,Adverb,2185
densely,0,2.23,1.34,1,27,0.96,7,Adverb,19441
legally,0,2.23,1.14,1,27,0.96,388,Adverb,10142
peacefully,0,2.23,1.24,0,26,1.0,117,Adverb,21614
sweetly,0,2.23,0.95,0,26,1.0,52,Adverb,22557
anywhere,0,2.21,1.5,0,28,1.0,4501,Adverb,5973
aside,0,2.21,1.21,0,29,1.0,1212,Adverb,4998
constantly,0,2.21,1.2,0,28,1.0,450,Adverb,7887
harshly,0,2.21,1.13,0,28,1.0,32,Adverb,21052
widely,0,2.21,1.26,0,28,1.0,76,Adverb,4235
cheerfully,0,2.2,1.24,0,30,1.0,25,Adverb,27403
highly,0,2.19,1.3,0,27,1.0,1081,Adverb,3811
incorrectly,0,2.19,1.3,0,27,1.0,17,Adverb,19721
intently,0,2.19,0.96,1,28,0.96,10,Adverb,16170
predominantly,0,2.19,1.3,0,26,1.0,19,Adverb,9197
thoroughly,0,2.19,1.21,0,27,1.0,243,Adverb,12246
completely,0,2.18,1.09,0,28,1.0,4303,Adverb,3294
nicely,0,2.18,1.22,0,28,1.0,510,Adverb,19957
sparsely,0,2.18,1.33,1,29,0.97,7,Adverb,24961
weakly,0,2.17,1.31,0,29,1.0,20,Adverb,17541
carefully,0,2.15,1.29,0,27,1.0,1202,Adverb,5362
darkly,0,2.15,1.17,2,29,0.93,7,Adverb,27148
afterwards,0,2.14,1.21,0,28,1.0,714,Adverb,5728
along,0,2.14,1.11,1,29,0.97,9330,Adverb,2247
currently,0,2.14,1.25,0,29,1.0,351,Adverb,2747
freshly,0,2.14,1.01,0,28,1.0,71,Adverb,20229
warmly,0,2.13,1.04,0,30,1.0,24,Adverb,22775
excitedly,0,2.12,1.3,0,25,1.0,14,Adverb,23885
confidently,0,2.11,1.23,0,28,1.0,12,Adverb,28415
exactly,0,2.11,1.31,0,28,1.0,12607,Adverb,3599
faintly,0,2.11,1.23,1,29,0.97,31,Adverb,18587
intentionally,0,2.11,1.4,0,28,1.0,108,Adverb,15734
negatively,0,2.11,1.13,0,28,1.0,14,Adverb,19762
ok,0,2.11,1.37,1,28,0.96,25928,Adverb,7929
comfortably,0,2.1,1.08,0,29,1.0,76,Adverb,18579
anxiously,0,2.08,0.95,0,25,1.0,31,Adverb,23403
finely,0,2.08,0.83,2,26,0.92,45,Adverb,22126
impatiently,0,2.08,1.06,0,24,1.0,12,Adverb,19951
somewhere,0,2.08,1.49,0,26,1.0,5688,Adverb,4873
correctly,0,2.07,1.33,0,27,1.0,309,Adverb,11178
fairly,0,2.07,1.28,0,30,1.0,468,Adverb,7199
hesitantly,0,2.07,1.36,0,28,1.0,4,Adverb,24626
momentarily,0,2.07,1.22,1,30,0.97,81,Adverb,16032
occasionally,0,2.07,1.05,0,28,1.0,364,Adverb,5681
personally,0,2.07,1.25,0,29,1.0,1870,Adverb,7714
promptly,0,2.07,1.25,0,28,1.0,104,Adverb,13364
sudden,0,2.07,1.0,0,29,1.0,1707,Adverb,5573
anymore,0,2.04,1.6,0,28,1.0,9597,Adverb,4902
clearly,0,2.04,1.06,0,27,1.0,1529,Adverb,4415
consistently,0,2.04,1.11,0,26,1.0,44,Adverb,10862
effectively,0,2.04,1.16,0,27,1.0,116,Adverb,6464
gravely,0,2.04,1.14,0,28,1.0,64,Adverb,28070
mildly,0,2.04,1.35,1,29,0.97,68,Adverb,19499
pleasantly,0,2.04,1.31,0,26,1.0,52,Adverb,27726
presumably,0,2.04,1.43,0,28,1.0,85,Adverb,10712
prominently,0,2.04,1.19,0,27,1.0,11,Adverb,14500
reasonably,0,2.04,1.14,0,28,1.0,118,Adverb,16286
reluctantly,0,2.04,1.1,1,29,0.97,33,Adverb,11206
temporarily,0,2.04,1.14,1,29,0.97,232,Adverb,8184
tomorrow,0,2.04,1.04,0,26,1.0,17134,Adverb,4826
unexpectedly,0,2.04,1.29,0,27,1.0,90,Adverb,14153
usually,0,2.04,1.07,1,24,0.96,3214,Adverb,2788
willingly,0,2.04,1.06,0,27,1.0,121,Adverb,18110
alternately,0,2.03,1.15,0,29,1.0,4,Adverb,23554
automatically,0,2.03,1.1,0,30,1.0,213,Adverb,8073
gently,0,2.03,1.27,0,30,1.0,459,Adverb,5251
mostly,0,2.03,1.12,0,29,1.0,1330,Adverb,3262
professionally,0,2.03,1.15,0,29,1.0,123,Adverb,12145
remotely,0,2.03,1.17,0,31,1.0,164,Adverb,19512
secretly,0,2.03,1.35,0,29,1.0,260,Adverb,10082
uniquely,0,2.03,1.25,0,30,1.0,37,Adverb,20640
again,0,2.0,1.25,0,28,1.0,40428,Adverb,2153
deeply,0,2.0,1.02,0,30,1.0,736,Adverb,6171
everywhere,0,2.0,1.54,0,23,1.0,2641,Adverb,7249
furiously,0,2.0,1.04,0,29,1.0,13,Adverb,20322
harder,0,2.0,1.19,0,28,1.0,1544,Adverb,6211
hopefully,0,2.0,1.16,0,29,1.0,597,Adverb,11504
increasingly,0,2.0,1.1,0,29,1.0,91,Adverb,6233
intensely,0,2.0,1.15,0,28,1.0,71,Adverb,20531
mainly,0,2.0,1.34,0,30,1.0,256,Adverb,3701
moderately,0,2.0,1.02,0,26,1.0,34,Adverb,17844
politely,0,2.0,1.2,0,30,1.0,87,Adverb,16954
poorly,0,2.0,1.05,0,28,1.0,133,Adverb,9996
privately,0,2.0,1.28,0,29,1.0,198,Adverb,9139
seriously,0,2.0,1.15,2,27,0.93,3270,Adverb,5667
virtually,0,2.0,1.39,0,28,1.0,209,Adverb,8990
beforehand,0,1.97,1.35,0,30,1.0,74,Adverb,25828
effortlessly,0,1.97,0.98,0,29,1.0,10,Adverb,29483
instance,0,1.97,1.13,0,30,1.0,856,Adverb,6013
someplace,0,1.97,1.19,0,30,1.0,1611,Adverb,24956
around,0,1.96,1.17,0,28,1.0,37573,Adverb,2105
desperately,0,1.96,0.95,0,24,1.0,297,Adverb,9652
happily,0,1.96,1.26,0,27,1.0,521,Adverb,11361
nervously,0,1.96,1.16,0,27,1.0,24,Adverb,12531
successfully,0,1.96,1.04,0,28,1.0,194,Adverb,5147
alright,0,1.93,1.18,1,29,0.97,4044,Adverb,10303
badly,0,1.93,1.04,0,27,1.0,1336,Adverb,6649
distinctly,0,1.93,1.33,0,27,1.0,96,Adverb,19517
fiercely,0,1.93,1.28,0,30,1.0,48,Adverb,16265
mentally,0,1.93,1.16,1,30,0.97,290,Adverb,10597
mistakenly,0,1.93,1.09,0,28,1.0,33,Adverb,20706
properly,0,1.93,1.09,0,28,1.0,658,Adverb,7919
wildly,0,1.93,1.16,0,29,1.0,98,Adverb,13544
affectionately,0,1.92,1.06,0,26,1.0,31,Adverb,28734
alternatively,0,1.92,1.23,1,27,0.96,5,Adverb,14084
hurriedly,0,1.92,1.06,2,28,0.93,12,Adverb,23878
patiently,0,1.92,1.08,0,25,1.0,49,Adverb,19080
strangely,0,1.92,1.06,1,27,0.96,228,Adverb,13939
surprisingly,0,1.92,1.04,0,25,1.0,162,Adverb,10889
better,0,1.91,1.04,0,23,1.0,40494,Adverb,2488
vain,0,1.91,1.23,0,32,1.0,332,Adverb,15784
briefly,0,1.9,0.9,0,29,1.0,163,Adverb,4780
mutually,0,1.9,1.08,0,29,1.0,54,Adverb,20271
periodically,0,1.9,1.21,0,29,1.0,29,Adverb,18043
proudly,0,1.9,0.94,0,29,1.0,175,Adverb,18067
randomly,0,1.9,1.08,0,29,1.0,68,Adverb,18154
violently,0,1.9,1.11,0,29,1.0,95,Adverb,14196
elsewhere,0,1.89,0.88,0,28,1.0,315,Adverb,6974
fully,0,1.89,1.28,0,27,1.0,880,Adverb,3929
greatly,0,1.89,1.1,0,28,1.0,217,Adverb,6551
nearly,0,1.89,0.97,0,27,1.0,1721,Adverb,3053
okay,0,1.89,1.45,0,27,1.0,102320,Adverb,3100
recently,0,1.89,0.85,0,27,1.0,1328,Adverb,3728
significantly,0,1.89,1.19,0,27,1.0,43,Adverb,6022
tenderly,0,1.89,1.01,0,27,1.0,42,Adverb,26596
frequently,0,1.88,1.28,0,26,1.0,167,Adverb,4703
further,0,1.88,1.17,3,28,0.89,2690,Adverb,2582
independently,0,1.88,1.11,0,26,1.0,48,Adverb,9174
differently,0,1.87,1.2,0,30,1.0,498,Adverb,11543
formally,0,1.86,1.09,0,29,1.0,106,Adverb,6246
primarily,0,1.86,1.27,0,28,1.0,105,Adverb,3952
supposedly,0,1.86,1.22,0,29,1.0,262,Adverb,10743
undoubtedly,0,1.86,1.24,0,28,1.0,171,Adverb,17319
why,0,1.86,1.27,0,28,1.0,114687,Adverb,2339
firstly,0,1.85,1.05,2,28,0.93,53,Adverb,15847
awkwardly,0,1.84,1.19,0,31,1.0,13,Adverb,18822
extremely,0,1.84,1.21,0,31,1.0,1210,Adverb,5186
suddenly,0,1.84,1.34,1,26,0.96,2854,Adverb,3402
also,0,1.83,1.17,2,26,0.92,10528,Adverb,2036
normally,0,1.83,1.14,0,29,1.0,818,Adverb,5373
noticeably,0,1.83,0.83,0,30,1.0,10,Adverb,25327
simply,0,1.83,1.12,0,30,1.0,2362,Adverb,3432
wrongly,0,1.83,1.21,0,30,1.0,48,Adverb,29116
obviously,0,1.82,1.31,0,28,1.0,3082,Adverb,5525
either,0,1.81,1.33,0,27,1.0,9308,Adverb,2593
entirely,0,1.81,1.14,0,27,1.0,1026,Adverb,4498
unusually,0,1.81,1.18,0,27,1.0,95,Adverb,12890
easily,0,1.8,1.0,0,30,1.0,1151,Adverb,4089
later,0,1.8,1.16,0,30,1.0,14889,Adverb,2101
appropriately,0,1.79,0.83,0,28,1.0,55,Adverb,23263
genuinely,0,1.79,1.01,0,29,1.0,98,Adverb,15958
however,0,1.79,1.32,0,28,1.0,2299,Adverb,2174
nowhere,0,1.79,1.23,0,28,1.0,1995,Adverb,7880
slightly,0,1.79,1.07,1,29,0.97,576,Adverb,3621
solemnly,0,1.79,1.1,1,29,0.97,89,Adverb,26294
soon,0,1.79,1.11,0,29,1.0,13140,Adverb,2574
tentatively,0,1.79,1.07,0,28,1.0,9,Adverb,19325
whenever,0,1.79,1.29,0,28,1.0,1790,Adverb,7188
efficiently,0,1.78,0.8,0,27,1.0,33,Adverb,18228
totally,0,1.78,1.05,0,27,1.0,4377,Adverb,6135
sometimes,0,1.77,1.04,0,30,1.0,9129,Adverb,2823
continually,0,1.76,0.87,0,29,1.0,55,Adverb,14678
gingerly,0,1.76,1.06,0,29,1.0,1,Adverb,26961
severely,0,1.76,1.12,0,29,1.0,154,Adverb,8949
apparently,0,1.75,0.84,0,28,1.0,2415,Adverb,4593
eventually,0,1.75,0.93,0,28,1.0,1246,Adverb,2776
madly,0,1.75,1.04,1,29,0.97,155,Adverb,29179
solely,0,1.75,0.93,0,28,1.0,89,Adverb,9578
definitely,0,1.74,1.16,0,27,1.0,3848,Adverb,5791
overly,0,1.74,0.81,1,28,0.96,113,Adverb,15241
positively,0,1.74,0.86,0,27,1.0,310,Adverb,13567
possibly,0,1.74,0.96,0,31,1.0,2494,Adverb,4298
specially,0,1.74,1.13,0,27,1.0,171,Adverb,11974
vaguely,0,1.74,0.81,1,28,0.96,129,Adverb,15221
probably,0,1.73,1.0,0,26,1.0,14323,Adverb,2763
adequately,0,1.72,0.92,0,29,1.0,27,Adverb,23613
beautifully,0,1.72,0.89,0,25,1.0,357,Adverb,17950
emotionally,0,1.72,1.13,0,29,1.0,354,Adverb,14868
indeed,0,1.72,1.03,0,29,1.0,2065,Adverb,5262
progressively,0,1.72,0.89,0,25,1.0,20,Adverb,20519
quite,0,1.72,1.07,0,29,1.0,10332,Adverb,3243
accidentally,0,1.71,0.94,0,28,1.0,449,Adverb,9554
always,0,1.71,0.9,0,28,1.0,33418,Adverb,2467
barely,0,1.71,0.94,0,28,1.0,1482,Adverb,4510
incredibly,0,1.71,1.12,0,28,1.0,668,Adverb,11757
surely,0,1.71,0.81,0,28,1.0,1407,Adverb,7543
blankly,0,1.7,0.99,0,30,1.0,4,Adverb,26344
favorably,0,1.7,1.03,0,27,1.0,20,Adverb,27597
purposely,0,1.7,1.02,0,30,1.0,55,Adverb,24680
too,0,1.7,1.24,0,30,1.0,69950,Adverb,2205
utterly,0,1.69,1.0,0,29,1.0,249,Adverb,12580
anyway,0,1.68,1.02,0,28,1.0,12164,Adverb,4312
broadly,0,1.68,0.77,1,29,0.97,9,Adverb,13644
unsuccessfully,0,1.68,1.02,0,28,1.0,10,Adverb,11551
finally,0,1.67,0.96,0,27,1.0,5989,Adverb,2633
strategically,0,1.67,1.09,0,30,1.0,23,Adverb,23972
typically,0,1.67,1.04,0,27,1.0,138,Adverb,4050
almost,0,1.66,1.11,0,29,1.0,9857,Adverb,2471
originally,0,1.66,1.04,0,29,1.0,355,Adverb,2761
where,0,1.66,0.9,0,29,1.0,93341,Adverb,2073
aback,0,1.65,1.07,4,27,0.85,15,Adverb,26575
generally,0,1.65,1.06,0,26,1.0,424,Adverb,3227
already,0,1.64,1.08,0,25,1.0,16246,Adverb,2525
informally,0,1.64,0.83,1,29,0.97,13,Adverb,21858
neither,0,1.64,1.06,0,28,1.0,3451,Adverb,4445
particularly,0,1.64,1.19,1,26,0.96,946,Adverb,3391
please,0,1.64,1.04,0,25,1.0,56149,Adverb,3531
previously,0,1.64,0.99,1,29,0.97,923,Adverb,3130
respectively,0,1.64,0.83,0,28,1.0,15,Adverb,4414
sarcastically,0,1.64,0.83,0,28,1.0,11,Adverb,23800
casually,0,1.63,0.93,0,27,1.0,94,Adverb,13217
else,0,1.63,1.13,0,30,1.0,22907,Adverb,2842
oddly,0,1.63,0.88,0,27,1.0,105,Adverb,15056
potentially,0,1.63,0.84,0,27,1.0,171,Adverb,9280
suspiciously,0,1.63,0.81,0,30,1.0,22,Adverb,21501
hardly,0,1.62,1.01,0,29,1.0,2613,Adverb,6684
initially,0,1.62,1.01,0,29,1.0,105,Adverb,3322
practically,0,1.62,1.04,0,32,1.0,1165,Adverb,8134
specifically,0,1.62,0.94,0,26,1.0,524,Adverb,4919
unfortunately,0,1.62,0.78,0,29,1.0,1652,Adverb,6854
officially,0,1.61,0.83,0,28,1.0,775,Adverb,3985
concurrently,0,1.6,0.89,0,30,1.0,7,Adverb,15442
eagerly,0,1.6,0.67,0,30,1.0,33,Adverb,17858
dramatically,0,1.59,0.97,0,27,1.0,47,Adverb,12099
equally,0,1.59,0.75,0,27,1.0,274,Adverb,8053
never,0,1.59,0.95,0,29,1.0,69490,Adverb,2196
accordingly,0,1.58,0.92,0,31,1.0,93,Adverb,11914
amazingly,0,1.58,0.76,0,26,1.0,91,Adverb,29350
curiously,0,1.57,0.9,0,30,1.0,35,Adverb,16484
exceptionally,0,1.57,0.82,0,30,1.0,77,Adverb,17077
otherwise,0,1.57,0.86,0,30,1.0,2119,Adverb,4728
horribly,0,1.55,0.87,0,29,1.0,125,Adverb,27762
openly,0,1.55,0.99,0,29,1.0,108,Adverb,10132
ultra,0,1.55,0.91,1,30,0.97,57,Adverb,11087
awhile,0,1.54,0.92,0,28,1.0,483,Adverb,19511
intimately,0,1.53,0.86,0,30,1.0,71,Adverb,29024
just,0,1.52,0.91,0,29,1.0,242206,Adverb,2074
maybe,0,1.52,0.98,0,27,1.0,47249,Adverb,2672
overwhelmingly,0,1.52,0.71,0,25,1.0,15,Adverb,24783
perfectly,0,1.52,0.94,0,27,1.0,2206,Adverb,6669
regardless,0,1.52,0.87,0,25,1.0,262,Adverb,7539
seemingly,0,1.52,0.87,0,25,1.0,108,Adverb,9428
thereafter,0,1.52,1.05,1,28,0.96,62,Adverb,6920
ever,0,1.48,0.85,0,23,1.0,36170,Adverb,2412
now,0,1.48,0.87,0,29,1.0,163333,Adverb,2085
rather,0,1.48,0.99,0,29,1.0,5825,Adverb,2738
sometime,0,1.47,0.86,0,30,1.0,1699,Adverb,8811
subsequently,0,1.46,0.69,0,28,1.0,58,Adverb,3525
relatively,0,1.45,0.69,0,29,1.0,166,Adverb,4659
delicately,0,1.44,0.77,1,26,0.96,48,Adverb,28814
really,0,1.44,0.58,0,25,1.0,76508,Adverb,2428
then,0,1.44,0.8,2,29,0.93,75966,Adverb,2059
very,0,1.43,0.82,0,30,1.0,63304,Adverb,2200
ago,0,1.42,0.88,2,26,0.92,14592,Adverb,3283
so,0,1.42,0.95,1,27,0.96,216452,Adverb,2061
traditionally,0,1.41,0.89,0,27,1.0,47,Adverb,6964
whereby,0,1.41,0.8,3,25,0.88,37,Adverb,13557
ironically,0,1.4,0.86,0,30,1.0,85,Adverb,18527
yet,0,1.39,0.83,0,28,1.0,17428,Adverb,2664
actually,0,1.37,0.89,0,30,1.0,16439,Adverb,2941
thus,0,1.36,0.78,0,28,1.0,628,Adverb,2947
how,0,1.35,0.8,0,31,1.0,155867,Adverb,2129
enough,0,1.33,0.68,0,27,1.0,25568,Adverb,2438
ideally,0,1.33,0.55,0,27,1.0,22,Adverb,28946
especially,0,1.28,0.7,0,29,1.0,3428,Adverb,2926
inadvertently,0,1.28,0.59,0,29,1.0,54,Adverb,21089
somehow,0,1.28,0.61,0,25,1.0,2310,Adverb,5064
somewhat,0,1.28,0.59,0,29,1.0,464,Adverb,5399
meanwhile,0,1.27,0.6,1,27,0.96,812,Adverb,5564
ultimately,0,1.26,0.53,0,27,1.0,288,Adverb,4821
wherever,0,1.23,0.59,0,26,1.0,1500,Adverb,11210
terribly,0,1.21,0.49,0,29,1.0,1205,Adverb,16668
perhaps,0,1.19,0.4,0,26,1.0,6939,Adverb,3383
every,0,2.28,1.33,0,29,1.0,28007,Article,2296
a,0,1.46,1.14,2,30,0.93,1041179,Article,1037
an,0,1.46,0.86,1,27,0.96,95071,Article,2019
the,0,1.43,1.07,0,30,1.0,1501908,Article,1996
till,0,4.0,1.47,1,28,0.96,8503,Conjunction,6229
but,0,2.04,1.34,0,27,1.0,225291,Conjunction,2021
before,0,1.96,1.34,1,28,0.96,40501,Conjunction,2077
whilst,0,1.85,1.35,2,28,0.93,77,Conjunction,5819
nor,0,1.8,1.16,1,31,0.97,1835,Conjunction,4496
considering,0,1.75,1.04,0,28,1.0,973,Conjunction,6195
or,0,1.72,1.39,0,29,1.0,86970,Conjunction,2030
than,0,1.69,1.26,0,29,1.0,37679,Conjunction,2084
when,0,1.6,1.04,0,30,1.0,103739,Conjunction,2043
whether,0,1.59,1.01,1,28,0.96,3424,Conjunction,3251
while,0,1.55,0.95,0,29,1.0,17821,Conjunction,2096
unless,0,1.54,1.14,0,28,1.0,5798,Conjunction,4983
and,0,1.52,1.09,0,29,1.0,682780,Conjunction,1998
except,0,1.48,0.75,0,27,1.0,5696,Conjunction,3272
albeit,0,1.46,0.9,2,28,0.93,38,Conjunction,12167
whereas,0,1.46,0.81,0,26,1.0,181,Conjunction,6168
since,0,1.38,0.77,0,24,1.0,16064,Conjunction,2144
as,0,1.33,0.78,0,27,1.0,113068,Conjunction,2004
until,0,1.33,0.71,0,30,1.0,15426,Conjunction,2127
because,0,1.22,0.51,0,27,1.0,54622,Conjunction,2138
though,0,1.2,0.41,0,30,1.0,9279,Conjunction,2295
if,0,1.19,0.56,0,27,1.0,180610,Conjunction,2065
although,0,1.07,0.27,0,27,1.0,2143,Conjunction,2348
half,0,3.27,1.51,0,26,1.0,10156,Determiner,2431
several,0,3.0,1.39,0,27,1.0,1978,Determiner,2195
both,0,2.97,1.45,0,29,1.0,15062,Determiner,2119
another,0,2.69,1.37,1,30,0.97,25970,Determiner,2178
same,0,2.64,1.45,18,5894,1.0,21276,Determiner,2168
few,0,2.48,1.35,0,29,1.0,15393,Determiner,2261
some,0,2.48,1.42,0,27,1.0,88089,Determiner,2070
many,0,2.37,1.52,0,30,1.0,18331,Determiner,2116
more,0,2.37,1.39,0,27,1.0,66228,Determiner,2062
those,0,2.32,1.47,0,28,1.0,38404,Determiner,2216
all,0,2.27,1.6,0,30,1.0,263255,Determiner,2035
former,0,2.18,1.12,0,28,1.0,932,Determiner,2280
latter,0,2.17,1.26,0,29,1.0,64,Determiner,3732
this,0,2.14,1.38,0,29,1.0,406915,Determiner,2023
these,0,2.03,1.55,0,29,1.0,46104,Determiner,2122
what,0,2.0,1.52,0,27,1.0,501965,Determiner,2054
own,0,1.96,1.32,0,28,1.0,23419,Determiner,2219
any,0,1.72,1.13,0,29,1.0,56068,Determiner,2151
much,0,1.69,0.93,0,26,1.0,49636,Determiner,2172
whose,0,1.68,1.07,0,25,1.0,3187,Determiner,3005
that,0,1.54,1.03,0,26,1.0,719677,Determiner,2008
which,0,1.54,0.95,2,28,0.93,24339,Determiner,2029
such,0,1.48,0.85,0,27,1.0,14852,Determiner,2107
